brand_name,ulta_slug,peta,leaping_bunny,peta_status,parent_company,parent_cf,top_parent,top_parent_cf,notes,aliases
SEEN,seen,TRUE,TRUE,cf,,,,,Independent; founded by Dr. Iris Rubin and Gregory Maged; dermatologist-founded hair care,
SEKKISEI,sekkisei,FALSE,FALSE,not_found,Kosé Corporation,FALSE,,,Kosé brand; sells in China,
SelpH,selph,FALSE,FALSE,not_found,,,,,Parent unknown,
Seoul Ceuticals,seoul-ceuticals,FALSE,TRUE,not_found,,,,,Parent unknown,
SeroVital,serovital,TRUE,FALSE,cf,SanMedica International,UNKNOWN,,,SanMedica International LLC Salt Lake City; anti-aging supplements,
Sexy Hair,sexy-hair,TRUE,FALSE,cf,Henkel,FALSE,,,Acquired by Henkel 2014 from TSG Consumer Partners,
SHAMPOOHOTEL,shampoohotel,TRUE,FALSE,cf,,,,,Parent unknown,
Shaquille O'Neal Fragrance,shaquille-oneal-fragrance,FALSE,FALSE,not_found,,,,,Parent unknown (celebrity fragrance),
Shark Beauty,shark-beauty,FALSE,FALSE,not_found,SharkNinja,UNKNOWN,,,SharkNinja (SN; publicly traded),
SHAZ & KIKS,shaz-kiks,FALSE,FALSE,not_found,,,,,Parent unknown,
SheaMoisture,sheamoisture,FALSE,FALSE,not_found,Unilever,FALSE,,,Acquired via Sundial Brands 2017,
Shiseido,shiseido,FALSE,FALSE,not_found,Shiseido Co. Ltd.,FALSE,,,Japanese parent company; sells in China,
SickScience Labs,sickscience-labs,TRUE,FALSE,cf,,,,,Parent unknown,
Sigma Beauty,sigma-beauty,TRUE,FALSE,cf,,,,,Independent; founded by Dr. Simone Xavier & Rene Xavier Filho,
Sitting Pretty,sitting-pretty,FALSE,FALSE,not_found,,,,,Parent unknown,
Skin Gym,skin-gym,FALSE,FALSE,not_found,,,,,Independent; founder Karina Sulzer; unfunded family-owned; LA,
SKIN1004,skin1004,TRUE,FALSE,cf,,,,,Independent Korean brand,
skinChemists,skinchemists,FALSE,FALSE,not_found,,,,,Parent unknown (UK),
Skyn Iceland,skyn-iceland,TRUE,FALSE,cf,Amerikas,UNKNOWN,,,Amerikas (US beauty distributor) acquired Oct 2024,
Sleek’e,sleeke,FALSE,FALSE,not_found,,,,,Parent unknown,
Sleepy Tie,sleepy-tie,FALSE,FALSE,not_found,,,,,Parent unknown,
Slip,slip,FALSE,FALSE,not_found,,,,,Independent; Australian; founded by Fiona Stewart,
Smashbox,smashbox,TRUE,FALSE,cf,Estée Lauder Companies,FALSE,,,Acquired by ELC 2010,
Smile Makers,smile-makers,FALSE,FALSE,not_found,,,,,Independent,
Snif,snif,FALSE,TRUE,not_found,,,,,Independent; co-founders Bryan Edwards and Phil Riportella; DTC fragrance,
Soapbox,soapbox,TRUE,FALSE,cf,Impact Driven Brands,UNKNOWN,,,Impact Driven Brands subsidiary; founder Dave Simnick; 1-for-1 donation model,
SoCozy,socozy,TRUE,FALSE,cf,,,,,Independent; founder Cozy Friedman; children's salon hair care,
Sol de Janeiro,sol-de-janeiro,TRUE,FALSE,cf,L'Occitane Group,FALSE,,,L'Occitane majority stake ~93%; L'Occitane sells in China,
Solawave,solawave,FALSE,FALSE,may_not_be,A-Frame Brands,UNKNOWN,,,"A-Frame Brands acquired; celebrity brand portfolio (Gabrielle Union, John Legend, Dwyane Wade)",
SOME BY MI,some-by-mi,FALSE,FALSE,not_found,,,,,Independent Korean brand,
Sparkle Wellness,sparkle-wellness,FALSE,FALSE,not_found,,,,,Parent unknown,
SPATCH,spatch,FALSE,FALSE,not_found,,,,,Parent unknown,
Spectrum,spectrum,TRUE,FALSE,cf,,,,,Independent; sisters Sophie and Hannah Pycroft; South Wales UK,
Spongeables,spongeables,FALSE,FALSE,not_found,,,,,Parent unknown,
SPONGELLE,spongelle,FALSE,FALSE,not_found,,,,,Parent unknown,
Squishmallows,squishmallows,FALSE,FALSE,not_found,Jazwares,UNKNOWN,,,Jazwares owns Squishmallows IP (acquired Kellytoy 2020); beauty via SNAPBRANDS,
Squishmallows Fragrances,squishmallows-fragrances,FALSE,FALSE,not_found,Jazwares,UNKNOWN,,,Jazwares Squishmallows IP; fragrance via Blue Meadow Brands; Ulta 2025,
St. Tropez,st-tropez,FALSE,FALSE,not_found,PZ Cussons,UNKNOWN,,,Acquired by PZ Cussons 2010; sale announced April 2024,
STARFACE,starface,TRUE,TRUE,cf,,TRUE,,,Independent; co-founders Julie Schott and Brian Bordainick; exploring strategic options 2025; LB cert under Starface World Incorporated,
Stephan,stephan,FALSE,FALSE,not_found,,,,,Parent unknown,
Stila,stila,TRUE,TRUE,cf,Bardin Hill Capital,UNKNOWN,,,PE consortium; complex ownership history (formerly ELC → Sun Capital → Patriarch Partners),
Stimmie,stimmie,FALSE,FALSE,not_found,,,,,Parent unknown,
STRIPES BEAUTY by Naomi Watts,stripes-beauty-by-naomi-watts,FALSE,TRUE,not_found,L Catterton,TRUE,,,L Catterton (LVMH-backed PE) acquired June 2024; founder Naomi Watts; L Catterton is a PE fund (LVMH-affiliated) not an operator; treated like Cymbiotika/DIBS/Kopari; LB cert under Stripes Beauty,Stripes
StriVectin,strivectin,FALSE,FALSE,not_found,Crown Laboratories,UNKNOWN,,,Crown Laboratories (Hildred Capital) acquired from L Catterton 2021; also owns PanOxyl,
SUBTL. Beauty,subtl-beauty,FALSE,FALSE,not_found,,,,,Parent unknown,
Sugarbear,sugarbear,FALSE,FALSE,not_found,,,,,Independent; founders Nicole Nightly and Dan Morris; Nexus Capital/Meaningful Partners investors,
sugardoh,sugardoh,FALSE,FALSE,not_found,,,,,Parent unknown,
Sun Bum,sun-bum,TRUE,TRUE,cf,SC Johnson,FALSE,,,Acquired by SC Johnson 2019,
Sunday || Sunday,sunday-sunday,FALSE,FALSE,not_found,,,,,Parent unknown,
SUNDAY RILEY,sunday-riley,TRUE,TRUE,cf,,,,,Independent; Sunday Riley founder/CEO,
SUNGBOON EDITOR,sungboon-editor,FALSE,FALSE,not_found,,,,,Parent unknown (Korean),
Sunnee BAEskin,sunnee-baeskin,FALSE,FALSE,not_found,,,,,Parent unknown,
Superegg,superegg,FALSE,FALSE,not_found,,,,,Independent; founder Erica Choi; vegan K-inspired skincare NY,
Supergoop!,supergoop,TRUE,TRUE,cf,Blackstone,UNKNOWN,,,Blackstone Growth majority stake 2021 ($600–700M),
Supermush,supermush,FALSE,FALSE,not_found,,,,,Parent unknown,
Supersmile,supersmile,FALSE,TRUE,not_found,,,,,Independent; family-owned by Smigel family since 1987; women-led,
Supersuite,supersuite,FALSE,FALSE,not_found,,,,,Parent unknown,
Supply Co.,supply-co,TRUE,FALSE,cf,,,,,Parent unknown,
Surface Deep,surface-deep,FALSE,TRUE,not_found,,,,,Parent unknown,
Surratt Beauty,surratt-beauty,FALSE,FALSE,not_found,2x Consumer Products Growth Partners,UNKNOWN,,,2x Partners majority + AHR Growth Partners; Troy Surratt largest individual shareholder,
Sweet & Shimmer,sweet-shimmer,FALSE,FALSE,not_found,,,,,Parent unknown,
Swishables,swishables,FALSE,FALSE,not_found,,,,,Parent unknown,
T3,t3,FALSE,FALSE,not_found,,,,,Independent; co-founders Kent Yu and Julie Chung since 2004; hair tools,
TABBEAU,tabbeau,FALSE,TRUE,not_found,TABBEAU PLACE LLC (self),TRUE,,,Parent unknown; LB cert under TABBEAU PLACE LLC (LB availability lists Ulta),
TAD,tad,TRUE,FALSE,cf,,,,,Parent unknown,
Tallow Me Pretty,tallow-me-pretty,FALSE,FALSE,not_found,,,,,Parent unknown,
TAN-LUXE,tan-luxe,TRUE,FALSE,cf,Future Beauty Labs,UNKNOWN,,,"Future Beauty Labs (Marc Elrick); also owns Isle of Paradise, Tanologist",
Tangle Teezer,tangle-teezer,TRUE,FALSE,cf,BIC,UNKNOWN,,,BIC acquired Dec 2024 (~€200M); previously Mayfair Equity Partners,
Tanologist,tanologist,TRUE,FALSE,cf,Future Beauty Labs,UNKNOWN,,,Future Beauty Labs portfolio,
Tartan + Twine,tartan-twine,FALSE,FALSE,not_found,,,,,Parent unknown,
Tarte,tarte,TRUE,FALSE,cf,Kosé Corporation,FALSE,,,Acquired by Kosé 2014 (93.5% stake); Kosé sells in China,
TATCHA,tatcha,TRUE,FALSE,cf,Unilever,FALSE,,,Acquired by Unilever 2019,
Taylor of Old Bond Street,taylor-of-old-bond-street,FALSE,FALSE,not_found,,,,,Independent UK brand,
TEABLESS,teabless,FALSE,FALSE,not_found,,,,,Parent unknown,
Tech Activated Beauty,tech-activated-beauty,FALSE,FALSE,not_found,,,,,Parent unknown,
TELETIES,teleties,FALSE,FALSE,not_found,,,,,Independent; founder Lindsay Muscato; women-owned; WBENC certified,
Teluris,teluris,FALSE,TRUE,not_found,,,,,Parent unknown,
Tenoverten,tenoverten,FALSE,FALSE,not_found,,,,,"Independent; founders Nadine Abramcyk, Adair Ilyinsky, Jaclyn Ferber; non-toxic nail care",
tgin,tgin,FALSE,FALSE,not_found,,,,,Independent; family-owned; founder Chris-Tia Donaldson (deceased); CEO Aris Singleton,
Thank You Farmer,thank-you-farmer,FALSE,FALSE,not_found,,,,,Independent Korean brand,
Thayers,thayers,TRUE,FALSE,cf,L'Oréal SA,FALSE,,,Acquired by L'Oréal 2020,
The Body Firm,body-firm,FALSE,FALSE,not_found,,,,,Parent unknown,
The Crème Shop,creme-shop,TRUE,FALSE,cf,LG H&H (LG Household & Health Care),FALSE,,,LG H&H acquired 65% stake 2022 ($120M); LG H&H sells in China,
The Face Shop,face-shop,FALSE,FALSE,may_not_be,LG Household & Health Care,FALSE,,,LG H&H brand; sells in China,
The Frontal Queen,frontal-queen,FALSE,FALSE,not_found,,,,,Parent unknown,
The Good Patch,good-patch,FALSE,TRUE,not_found,"La Mend, Inc.",UNKNOWN,,,"La Mend Inc. parent; co-founders Betsy Scanlan, Kelly Brock, David Nicholson; wellness patches",
The Hair Edit,hair-edit,FALSE,FALSE,not_found,Fromm International (Firelight Capital),UNKNOWN,,,The Hair Edit brand under Fromm International; Firelight Capital acquired Jan 2024,
The Honey Pot Company,honey-pot-company,FALSE,FALSE,not_found,,,,,Independent; Black-owned (Beatrice Dixon),
The INKEY List,inkey-list,FALSE,FALSE,not_found,,,,,Independent; Colette Laxton & Mark Curry; Aria Growth + Unilever Ventures minority,
The Lip Bar,lip-bar,FALSE,FALSE,not_found,,,,,Independent; Black-owned (Melissa Butler),
The Nue Co.,nue-co,TRUE,FALSE,cf,,,,,Independent; founder Jules Miller; Waldencast investor; UK wellness supplements,
The Ordinary,ordinary,TRUE,FALSE,cf,Estée Lauder Companies,FALSE,,,DECIEM acquired fully by ELC May 2024 ($860M),
The Organic Skin Co.,organic-skin-co,TRUE,TRUE,cf,,,,,Parent unknown,
THE ROUTE,route,TRUE,FALSE,cf,,,,,Parent unknown,
The Vintage Cosmetic Company,vintage-cosmetic-company,TRUE,FALSE,cf,,,,,Parent unknown (UK),
Therabody,therabody,FALSE,FALSE,not_found,,,,,Independent; PE-backed,
TheraBreath,therabreath,FALSE,FALSE,not_found,Church & Dwight,FALSE,,,Acquired by Church & Dwight 2021,
Tiege Hanley,tiege-hanley,FALSE,FALSE,not_found,,,,,"Independent; co-founders Kelley Thornton, Aaron Marino, Rob Hoxie; men's skincare",
Tiffany & Co.,tiffany-co,FALSE,FALSE,not_found,Coty,FALSE,,,Coty holds Tiffany fragrance license (LVMH owns Tiffany jeweler),
Timebeam,timebeam,FALSE,TRUE,not_found,,,,,Parent unknown,
Tippy Type,tippy-type,FALSE,FALSE,not_found,,,,,Parent unknown,
TIRTIR,tirtir,FALSE,FALSE,not_found,,,,,Independent Korean brand,
TOCCA,tocca,FALSE,FALSE,may_not_be,,,,,Independent; founded 1994 by Marie Anne Oudejans; luxury fragrance and candles,
TOM FORD,tom-ford,FALSE,FALSE,not_found,Estée Lauder Companies,FALSE,,,ELC holds Tom Ford Beauty license; Tom Ford fashion acquired by Kering 2023,
TONYMOLY,tonymoly,TRUE,FALSE,cf,,,,,Independent Korean company (Tonymoly Co. Ltd.),
Too Faced,too-faced,TRUE,FALSE,cf,Estée Lauder Companies,FALSE,,,Acquired by ELC 2016,
Toppik,toppik,FALSE,FALSE,not_found,Spencer Forrest (Church & Dwight),UNKNOWN,,,"Church & Dwight acquired Spencer Forrest 2016; also owns Touchland, Batiste",
Tory Burch,tory-burch,FALSE,FALSE,not_found,Shiseido,FALSE,,,Shiseido holds Tory Burch beauty license since 2020; sells in China,
Touchland,touchland,FALSE,TRUE,not_found,Church & Dwight,FALSE,,,Acquired by Church & Dwight 2025 ($880M),
TPOB,tpob,FALSE,FALSE,not_found,,,,,Parent unknown,
Tree Hut,tree-hut,TRUE,FALSE,cf,Naterra,UNKNOWN,,,Naterra (Texas); also owns Baby Magic and bdy.,
Tricoci,tricoci,FALSE,TRUE,not_found,,TRUE,,,Parent unknown; Tricoci Salon and Spa family business; LB cert under Tricoci Collection and TRICOCI SKIN,
Trilastin,trilastin,FALSE,TRUE,not_found,,,,,Parent unknown,
Triumph & Disaster,triumph-disaster,FALSE,FALSE,not_found,,,,,Independent New Zealand brand,
True + Pure Texture,true-pure-texture,FALSE,FALSE,not_found,,,,,Parent unknown,
Truezyme,truezyme,FALSE,FALSE,not_found,,,,,Parent unknown,
Truly,truly,TRUE,FALSE,cf,,,,,Independent; founder Maxx Appelman; vegan DTC skincare,
TruSkin,truskin,FALSE,TRUE,not_found,Wellbeam Consumer Health,UNKNOWN,,,Wellbeam (American Pacific Group PE) acquired Oct 2021; e-commerce skincare,
TULA,tula,TRUE,FALSE,cf,Procter & Gamble,FALSE,,,Acquired by P&G Jan 2022,
Tweezerman,tweezerman,FALSE,FALSE,not_found,Zwilling Beauty Group (Zwilling J.A. Henckels),UNKNOWN,,,Part of Zwilling J.A. Henckels since 2004,
TYMO Beauty,tymo-beauty,FALSE,FALSE,not_found,,,,,Parent unknown,
Ulike,ulike,FALSE,FALSE,not_found,,,,,Independent Chinese company; Hangzhou; founded 2013; IPL hair removal devices,
Unbound,unbound,FALSE,FALSE,not_found,,,,,Parent unknown,
UNbrush,unbrush,FALSE,FALSE,not_found,,,,,Parent unknown,
Undefined Beauty,undefined-beauty,FALSE,TRUE,not_found,,,,,Parent unknown,
Uni,uni,FALSE,FALSE,not_found,,,,,Parent unknown,
UNITE Hair,unite-hair,TRUE,FALSE,cf,,,,,Independent; founder Andrew Dale; Ethos Beauty Partners is a distributor not owner,
Unleashia,unleashia,TRUE,FALSE,cf,,,,,Independent Korean brand,
UOMA Beauty,uoma-beauty,FALSE,FALSE,not_found,MacArthur Beauty,UNKNOWN,,,Acquired IP from Sharon Chuter; MacArthur Companies first beauty acquisition,
Urang,urang,FALSE,FALSE,not_found,,,,,Independent Korean brand,
Urban Decay Cosmetics,urban-decay-cosmetics,FALSE,FALSE,not_found,L'Oréal SA,FALSE,,,Acquired by L'Oréal 2012,
Urban Hydration,urban-hydration,FALSE,FALSE,not_found,,,,,Independent; founders Psyche and Vontoba Terry; UI Global Brands holding company,
Urban Skin Rx,urban-skin-rx,FALSE,TRUE,not_found,American Exchange Group,UNKNOWN,,,"American Exchange Group acquired Jan 2025; also owns Indie Lee, NatureWell",
Urban Veda,urban-veda,TRUE,FALSE,cf,,,,,Parent unknown (UK Ayurvedic),
Ursa Major,ursa-major,FALSE,FALSE,not_found,,,,,Independent,
V by Velour,v-by-velour,FALSE,FALSE,not_found,,,,,Parent unknown,
Vacation,vacation,FALSE,TRUE,not_found,,,,,"Independent; co-founders Marty Bell, Lach Hall, Dakota Green; Silas Capital investor",
Vahy,vahy,TRUE,FALSE,cf,,,,,Parent unknown,
Valentino,valentino,FALSE,FALSE,not_cf,Puig,UNKNOWN,,,Puig holds Valentino beauty/fragrance license; Valentino fashion is Kering,
VANICREAM,vanicream,FALSE,FALSE,may_not_be,Pharmaceutical Specialties Inc. (PSI),UNKNOWN,,,PSI (independent pharmaceutical company),
Vanity Planet,vanity-planet,TRUE,FALSE,cf,Birch Strategic Capital,UNKNOWN,,,Birch Strategic Capital acquired Oct 2023; beauty tech devices,
Variety,variety,FALSE,FALSE,not_found,,,,,Parent unknown,
Vaseline,vaseline,FALSE,FALSE,may_not_be,Unilever,FALSE,,,Unilever brand,
Veea Face,veea-face,FALSE,FALSE,not_found,,,,,Parent unknown,
Veggimins,veggimins,FALSE,FALSE,not_found,,,,,Parent unknown,
Velour Lashes,velour-lashes,FALSE,FALSE,not_found,Performance Beauty Group,UNKNOWN,,,"Same parent as Grande Cosmetics, Lilly Lashes",
Vera Wang,vera-wang,FALSE,FALSE,not_cf,WHP Global,UNKNOWN,,,Acquired brand IP Dec 2024; previously Coty had fragrance license,
Verb,verb,TRUE,FALSE,cf,Moroccanoil,UNKNOWN,,,Moroccanoil acquired Verb (~2021); Moroccanoil is independent Israeli-Canadian brand,
Veriphy Skincare,veriphy-skincare,FALSE,TRUE,not_found,,,,,Parent unknown,
Versace,versace,FALSE,FALSE,not_cf,Prada Group,UNKNOWN,,,Prada Group acquired Versace from Capri Holdings Dec 2025 (€1.25B); fragrance via EuroItalia license,
Versed,versed,FALSE,TRUE,not_found,Sonoma Brands,UNKNOWN,,,Acquired by Sonoma Brands 2019,
Vichy,vichy,FALSE,FALSE,not_cf,L'Oréal SA,FALSE,,,L'Oréal Active Cosmetics brand,
VIDIVICI,vidivici,FALSE,FALSE,not_found,,,,,Parent unknown (Korean),
Viktor&Rolf,viktor-rolf,FALSE,FALSE,not_cf,L'Oréal SA,FALSE,,,L'Oréal holds Viktor & Rolf fragrance license,
VIO2,vio2,FALSE,FALSE,not_found,,,,,Parent unknown,
Virtue,virtue,TRUE,FALSE,cf,Combe Inc.,UNKNOWN,,,Combe Inc. majority investment; Combe is privately held,
Vital Proteins,vital-proteins,FALSE,FALSE,not_found,Nestlé Health Science,FALSE,,,Acquired by Nestlé Health Science 2020-2022,
Vitruvi,vitruvi,FALSE,FALSE,not_found,,,,,Independent,
VIVAIODAYS,vivaiodays,FALSE,TRUE,not_found,,,,,Parent unknown,
Viviscal,viviscal,FALSE,FALSE,not_found,Church & Dwight,FALSE,,,Acquired by Church & Dwight (~€150M),
VOESH,voesh,TRUE,FALSE,cf,,,,,Parent unknown,
VOLITION,volition,TRUE,FALSE,cf,,,,,Independent; co-founders Brandy Hoffman and Patricia Santos; Unilever Ventures minority investor,
Voloom,voloom,FALSE,FALSE,not_found,,,,,Parent unknown,
VT Cosmetics,vt-cosmetics,TRUE,FALSE,cf,,,,,Independent Korean brand,
VUSH,vush,FALSE,FALSE,not_found,,,,,Parent unknown (Australian),
Wakse,wakse,FALSE,FALSE,not_found,,,,,Independent; co-founders Andrew Glass and Shayan Sadrolashrafi; hair removal,
Wangi Wellness,wangi-wellness,FALSE,FALSE,not_found,,,,,Parent unknown,
Water.io,waterio,FALSE,FALSE,not_found,,,,,Parent unknown,
Wavytalk,wavytalk,FALSE,FALSE,not_found,,,,,Parent unknown,
WeGym,wegym,FALSE,FALSE,not_found,,,,,Parent unknown,
Well People,well-people,FALSE,TRUE,not_found,e.l.f. Beauty,TRUE,,,e.l.f. acquired W3LL PEOPLE 2020 ($27M); e.l.f. is PETA CF certified,
Wella,wella,FALSE,FALSE,not_found,Wella Company (KKR),FALSE,,,KKR majority; P&G divested 2020; sells in China,
Wet Brush,wet-brush,TRUE,FALSE,cf,Beauty By Imagination (BBI),UNKNOWN,,,JD Beauty → ACON Investments → BBI (merged with Goody Products),
Wet n Wild,wet-n-wild,TRUE,FALSE,cf,Markwins Beauty Brands,UNKNOWN,,,Acquired by Markwins 2003,
WEWOREWHAT,weworewhat,FALSE,FALSE,not_found,,,,,Parent unknown,
White Lotus Beauty,white-lotus-beauty,FALSE,FALSE,not_found,,,,,Parent unknown,
Who Is Elijah,who-elijah,FALSE,FALSE,not_found,,,,,Parent unknown,
Wigo,wigo,FALSE,FALSE,not_found,,,,,Parent unknown,
Wildfleur,wildfleur,FALSE,TRUE,not_found,,,,,Parent unknown,
Winky Lux,winky-lux,TRUE,FALSE,cf,CORE Industrial Partners,UNKNOWN,,,CORE Industrial Partners majority stake July 2024 (from Glow Concept),
Womaness,womaness,FALSE,TRUE,not_found,,,,,Independent; co-founders Sally Mueller and Michelle Jacobs; Unilever Ventures minority investor,
Wrinkles Schminkles,wrinkles-schminkles,FALSE,FALSE,not_found,,,,,Independent; founder Gabrielle Requena; bootstrapped; Australian silicone patches,
WTHN,wthn,FALSE,FALSE,not_found,,,,,Parent unknown,
Wunderbrow,wunderbrow,FALSE,FALSE,not_found,KF Beauty (WUNDER2),UNKNOWN,,,KF Beauty (Michael Malinsky and Jon Davidman; London) parent of WUNDER2/Wunderbrow,
WYLYS,wylys,FALSE,FALSE,not_found,,,,,Parent unknown,
XMONDO,xmondo,FALSE,TRUE,not_found,,TRUE,,,Independent; founder Brad Mondo; YouTube-born hair care; self-funded; LB cert under XMONDO Hair,
Yadah,yadah,FALSE,FALSE,not_found,,,,,Independent Korean brand,
Yoga Design Lab,yoga-design-lab,FALSE,FALSE,not_found,,,,,Parent unknown,
Youthforia,youthforia,FALSE,FALSE,not_found,,,,,CLOSED August 2025; founder Fiona Co Chan; True Beauty Ventures investor,
Yves Saint Laurent,yves-saint-laurent,FALSE,FALSE,not_found,L'Oréal SA,FALSE,,,YSL Beauté; L'Oréal Luxe brand,
Zadro,zadro,FALSE,FALSE,not_found,,,,,Parent unknown,
Zoya,zoya,FALSE,FALSE,not_found,Art of Beauty,UNKNOWN,,,Art of Beauty (Zoya & Michael Reyzis; independent),
Almost Famous,almost-famous,FALSE,FALSE,not_found,,,,,Auto-added from extension unknown-brand collector 2026-06-11; needs parent research,
Athletic Cosmetic Company,athletic-cosmetic-company,FALSE,TRUE,not_found,Independent (Athletic Cosmetic Company LLC),TRUE,,,Auto-added from extension unknown-brand collector 2026-06-11; needs parent research; LB cert under ATHLETIC COSMETIC COMPANY LLC,
Be Your Own Desire,be-your-own-desire,FALSE,FALSE,not_found,,,,,Auto-added from extension unknown-brand collector 2026-06-11; needs parent research,
Being Frenshe,being-frenshe,TRUE,FALSE,cf,Maesa (Bain Capital),TRUE,,,"Auto-added from extension unknown-brand collector 2026-06-11; needs parent research; Ashley Tisdale brand developed by Maesa (brand incubator, Bain Capital majority since 2019); PETA cert under Being Frenshe (Maesa)",
Blue Lagoon Skin Science,blue-lagoon-skin-science,FALSE,FALSE,not_found,,,,,Auto-added from extension unknown-brand collector 2026-06-11; needs parent research,
Candorlov,candorlov,FALSE,FALSE,not_found,,,,,Auto-added from extension unknown-brand collector 2026-06-11; needs parent research,
Cozy Clip,cozy-clip,FALSE,FALSE,not_found,,,,,Auto-added from extension unknown-brand collector 2026-06-11; needs parent research,
Flimeal,flimeal,FALSE,FALSE,not_found,,,,,Auto-added from extension unknown-brand collector 2026-06-11; needs parent research,
Glam & Grace,glam-grace,FALSE,FALSE,not_found,,,,,Auto-added from extension unknown-brand collector 2026-06-11; needs parent research,
GLISTER,glister,FALSE,FALSE,not_found,,,,,Auto-added from extension unknown-brand collector 2026-06-11; needs parent research,
glowiest,glowiest,FALSE,FALSE,not_found,,,,,Auto-added from extension unknown-brand collector 2026-06-11; needs parent research,
Hauteness,hauteness,FALSE,FALSE,not_found,,,,,Auto-added from extension unknown-brand collector 2026-06-11; needs parent research,
Humanist Beauty,humanist-beauty,FALSE,TRUE,not_found,Independent,TRUE,,,Auto-added from extension unknown-brand collector 2026-06-11; needs parent research; Founder Jennifer Norman; LB cert exact name match,
Marley Fragrance,marley-fragrance,FALSE,FALSE,not_found,,,,,Auto-added from extension unknown-brand collector 2026-06-11; needs parent research,
Mia Secret,mia-secret,FALSE,FALSE,not_found,,,,,Auto-added from extension unknown-brand collector 2026-06-11; needs parent research,
Monpure,monpure,TRUE,FALSE,cf,Independent,TRUE,,,"Auto-added from extension unknown-brand collector 2026-06-11; needs parent research; Monpure London, independent scalp-care brand; PETA-verified cruelty-free",
Nail Reformation,nail-reformation,FALSE,FALSE,not_found,,,,,Auto-added from extension unknown-brand collector 2026-06-11; needs parent research,
Prime Prometics,prime-prometics,FALSE,FALSE,not_found,,,,,Auto-added from extension unknown-brand collector 2026-06-11; needs parent research,
Salon Step,salon-step,FALSE,FALSE,not_found,,,,,Auto-added from extension unknown-brand collector 2026-06-11; needs parent research,
Spa Sciences,spa-sciences,FALSE,FALSE,not_found,,,,,Auto-added from extension unknown-brand collector 2026-06-11; needs parent research,
TFIT,tfit,FALSE,FALSE,not_found,,,,,Auto-added from extension unknown-brand collector 2026-06-11; needs parent research,
Tiri Pro,tiri-pro,FALSE,FALSE,not_found,,,,,Auto-added from extension unknown-brand collector 2026-06-11; needs parent research,
5 SENS,5-sens,FALSE,TRUE,not_found,,,,,Found on Sephora brands-list 2026-06-10. LB '5 SENS Inc.'; independent fragrance house,
54 Thrones,54-thrones,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
AAVRANI,aavrani,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Act+Acre,act-acre,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
adwoa beauty,adwoa-beauty,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
AESTURA,aestura,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
AKT London,akt-london,TRUE,FALSE,cf,,,,,"Found on Sephora brands-list 2026-06-10. PETA-verified; independent, founders Ed Currie & Andy Coxon (UK)",
ALPYN,alpyn,FALSE,TRUE,not_found,,,,,"Found on Sephora brands-list 2026-06-10. LB-verified; independent, founder Kendra Kolb Butler",
Ami Colé,ami-cole,TRUE,FALSE,cf,,,,,"Found on Sephora brands-list 2026-06-10. PETA-verified; independent, founder Diarrha N'Diaye-Mbaye; announced 2025 wind-down but still stocked",
Arencia,arencia,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Augustinus Bader,augustinus-bader,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
banu,banu,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
BASMA,basma,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Beauty of Joseon,beauty-of-joseon,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Biodance,biodance,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Biossance,biossance,TRUE,TRUE,cf,THG plc,TRUE,,,Found on Sephora brands-list 2026-06-10. PETA-verified; sold to THG 2024 after Amyris bankruptcy; no testing exposure known,
BORNTOSTANDOUT,borntostandout,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Bounce Curl,bounce-curl,TRUE,FALSE,cf,,,,,Found on Sephora brands-list 2026-06-10. PETA-verified; independent,
Boy Smells,boy-smells,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
BROWN GIRL Jane,brown-girl-jane,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
By Rosie Jane,by-rosie-jane,FALSE,TRUE,not_found,,,,,"Found on Sephora brands-list 2026-06-10. LB-verified; independent, founder Rosie Jane Johnston",
caliray,caliray,FALSE,TRUE,not_found,,,,,"Found on Sephora brands-list 2026-06-10. LB-verified; independent, founder Wende Zomnir (Urban Decay co-founder)",
CANOPY,canopy,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
Caudalie,caudalie,FALSE,FALSE,not_found,,,,,Found on Sephora brands-list 2026-06-10; needs parent research,
